chr	pos	count	prop
chr1	24977179	120	0.010658140154543
chr1	25621520.5	87	0.0077271516120437
chr1	26228536	89	0.00790478728128608
chr1	26380764	9	0.000799360511590727
chr1	26817134	171	0.0151878497202238
chr1	27432550.5	58	0.00515143440802913
chr1	27745011	35	0.00310862421174172
chr1	27993936	58	0.00515143440802913
chr1	28864223.5	67	0.00595079491961986
chr1	29932799	39	0.00346389555022649
chr1	30331962	10	0.000888178346211919
chr1	260616.5	109	0.00968114397370992
chr1	818853	106	0.00941469046984635
chr1	1269891	47	0.00417443822719602
chr1	1400984.5	0	0
chr1	1555351.5	74	0.0065725197619682
chr1	4058819.5	33	0.00293098854249933
chr1	4280175	39	0.00346389555022649
chr1	5127086.5	68	0.00603961275424105
chr1	5868141	37	0.0032862598809841
chr1	6443202.5	47	0.00417443822719602
chr1	7460524.5	78	0.00692779110045297
chr1	8111937.5	96	0.00852651212363443
chr1	9103271	30	0.00266453503863576
chr1	9467853	28	0.00248689936939337
chr1	10082651.5	36	0.00319744204636291
chr1	10544320	29	0.00257571720401457
chr1	10778486	31	0.00275335287325695
chr1	11021488.5	6	0.000532907007727152
chr1	12693518	77	0.00683897326583178
chr1	13533511	30	0.00266453503863576
chr1	14816284.5	0	0
chr1	15763904.5	5	0.00044408917310596
chr1	16088134.5	16	0.00142108535393907
chr1	16873734	48	0.00426325606181721
chr1	17354143	219	0.019451105782041
chr1	17953187.5	32	0.00284217070787814
chr1	18407298	31	0.00275335287325695
chr1	19003508.5	47	0.00417443822719602
chr1	20089727.5	23	0.00204281019628741
chr1	21684146	42	0.00373034905409006
chr1	22471804	32	0.00284217070787814
chr1	23052761	27	0.00239808153477218
chr1	23518612.5	48	0.00426325606181721
chr1	24358937.5	142	0.0126121325162093
chr1	25223768	17	0.00150990318856026
chr1	25412263.5	39	0.00346389555022649
chr1	25810016	120	0.010658140154543
chr1	26793792	156	0.0138555822009059
chr1	28152810	8	0.000710542676969535
chr1	28753391.5	39	0.00346389555022649
chr1	29464805	36	0.00319744204636291
chr1	400836	45	0.00399680255795364
chr1	1090166	29	0.00257571720401457
chr1	1945805	12	0.0010658140154543
chr1	2985705	54	0.00479616306954436
chr1	4359989.5	21	0.00186517452704503
chr1	5260483.5	44	0.00390798472333244
chr1	8822165.5	48	0.00426325606181721
chr1	9936464.5	18	0.00159872102318145
chr1	10398133	18	0.00159872102318145
chr1	11246249	36	0.00319744204636291
chr1	12947004.5	90	0.00799360511590727
chr1	13683077	31	0.00275335287325695
chr1	14881880	5	0.00044408917310596
chr1	16272305	23	0.00204281019628741
chr1	18164637.5	55	0.00488498090416556
chr1	19876752	37	0.0032862598809841
chr1	20659917.5	31	0.00275335287325695
chr1	21309210.5	32	0.00284217070787814
chr1	22936672.5	17	0.00150990318856026
chr1	24010827	22	0.00195399236166622
chr1	24629068.5	70	0.00621724842348344
chr1	25701897.5	74	0.0065725197619682
chr1	28615893.5	174	0.0154543032240874
chr1	29327307	81	0.00719424460431655
chr1	29830704.5	18	0.00159872102318145
chr1	30229867.5	7	0.000621724842348344
chr1	1627893.5	23	0.00204281019628741
chr1	2269755	35	0.00310862421174172
chr1	3763585.5	33	0.00293098854249933
chr1	6075644.5	10	0.000888178346211919
chr1	6569565	41	0.00364153121946887
chr1	7317170.5	73	0.00648370192734701
chr1	7759127.5	47	0.00417443822719602
chr1	8156149.5	41	0.00364153121946887
chr1	9673936.5	20	0.00177635669242384
chr1	10522901	22	0.00195399236166622
chr1	11371017	191	0.0169642064126477
chr1	12608652.5	94	0.00834887645439204
chr1	14008617	4	0.000355271338484768
chr1	15029308	1	8.88178346211919e-05
chr1	15941446	16	0.00142108535393907
chr1	16315426	34	0.00301980637712053
chr1	17817402	17	0.00150990318856026
chr1	18550456	24	0.00213162803090861
chr1	19146666.5	90	0.00799360511590727
chr1	19636538	65	0.00577315925037748
chr1	20020446	75	0.00666133759658939
chr1	20473635.5	34	0.00301980637712053
chr1	20927161.5	16	0.00142108535393907
chr1	21879913	54	0.00479616306954436
chr1	22587892.5	64	0.00568434141575628
chr1	23256115.5	31	0.00275335287325695
chr1	25057556	53	0.00470734523492317
chr1	25962244	27	0.00239808153477218
chr1	27019522.5	112	0.0099475974775735
chr1	27883864	17	0.00150990318856026
chr1	28733370.5	79	0.00701660893507416
chr1	29699851.5	31	0.00275335287325695
chr1	959072.5	59	0.00524025224265032
chr1	1280373.5	14	0.00124344968469669
chr1	6495458.5	21	0.00186517452704503
chr1	8720111.5	14	0.00124344968469669
chr1	9820123.5	89	0.00790478728128608
chr1	14896038.5	0	0
chr1	15808176.5	4	0.000355271338484768
chr1	16132406.5	53	0.00470734523492317
chr1	16690714.5	28	0.00248689936939337
chr1	17663160	19	0.00168753885780265
chr1	23644411	86	0.00763833377742251
chr1	27542622.5	23	0.00204281019628741
chr1	28595872.5	133	0.0118127720046185
chr1	1638376	13	0.0011546318500755
chr1	2679872.5	30	0.00266453503863576
chr1	3989793	51	0.00452970956568079
chr1	4933358.5	46	0.00408562039257483
chr1	8671907.5	58	0.00515143440802913
chr1	11416391.5	110	0.00976996180833111
chr1	13604952.5	43	0.00381916688871125
chr1	14894409	1	8.88178346211919e-05
chr1	17125543	112	0.0099475974775735
chr1	19530574.5	32	0.00284217070787814
chr1	26251878	48	0.00426325606181721
chr1	29562353.5	31	0.00275335287325695
chr1	30167845.5	15	0.00133226751931788
chr1	5754227.5	11	0.000976996180833111
chr1	6598753.5	18	0.00159872102318145
chr1	10288735	12	0.0010658140154543
chr1	10965077.5	12	0.0010658140154543
chr1	11432840.5	49	0.0043520738964384
chr1	13123105.5	42	0.00373034905409006
chr1	23062471	15	0.00133226751931788
chr1	2186730.5	18	0.00159872102318145
chr1	3226630.5	26	0.00230926370015099
chr1	6524647	17	0.00150990318856026
chr1	9929521.5	86	0.00763833377742251
chr1	12262409	105	0.00932587263522515
chr1	16596535	45	0.00399680255795364
chr1	18414670.5	22	0.00195399236166622
chr1	25331886.5	42	0.00373034905409006
chr1	29196454	22	0.00195399236166622
chr1	939464	21	0.00186517452704503
chr1	1544869	5	0.00044408917310596
chr1	3542230	47	0.00417443822719602
chr1	7264914.5	37	0.0032862598809841
chr1	10054289.5	46	0.00408562039257483
chr1	15751375.5	1	8.88178346211919e-05
chr1	23622531.5	18	0.00159872102318145
chr1	27701496.5	27	0.00239808153477218
chr1	11659394	36	0.00319744204636291
chr1	14081688	1	8.88178346211919e-05
chr1	16449846.5	82	0.00728306243893774
chr1	27129594.5	39	0.00346389555022649
chr1	29726470	46	0.00408562039257483
chr1	2433303.5	43	0.00381916688871125
chr1	5047272	54	0.00479616306954436
chr1	6937123	5	0.00044408917310596
chr1	7018567.5	6	0.000532907007727152
chr1	9827467.5	42	0.00373034905409006
chr1	11794646	45	0.00399680255795364
chr1	14010246.5	3	0.000266453503863576
chr1	18117270.5	12	0.0010658140154543
chr1	20419703.5	36	0.00319744204636291
chr1	21955370	19	0.00168753885780265
chr1	25938902	45	0.00399680255795364
chr1	28013957	8	0.000710542676969535
chr1	20714186	8	0.000710542676969535
chr1	22071458.5	28	0.00248689936939337
chr1	23441056.5	23	0.00204281019628741
chr1	4853733.5	36	0.00319744204636291
chr1	7743381	40	0.00355271338484768
chr1	10669088	14	0.00124344968469669
chr1	17259963.5	34	0.00301980637712053
chr1	22470580	34	0.00301980637712053
chr1	29801946	16	0.00142108535393907
chr1	1801920.5	19	0.00168753885780265
chr1	8041984	29	0.00257571720401457
chr1	11602983	28	0.00248689936939337
chr1	18010395.5	30	0.00266453503863576
chr1	19147202.5	23	0.00204281019628741
chr1	28484445.5	36	0.00319744204636291
chr1	1079683.5	7	0.000621724842348344
chr1	16137884.5	6	0.000532907007727152
chr1	18896633.5	14	0.00124344968469669
chr1	23303714	12	0.0010658140154543
chr1	23769565.5	4	0.000355271338484768
chr1	24709445.5	19	0.00168753885780265
chr1	5180669	33	0.00293098854249933
chr1	9436964	39	0.00346389555022649
chr1	15027678.5	0	0
chr1	22791247	30	0.00266453503863576
chr1	23507068.5	4	0.000355271338484768
chr1	23873484.5	8	0.000710542676969535
chr2	628071	70	0.00955109837631328
chr2	1102374	14	0.00191021967526266
chr2	1717167.5	23	0.00313821803793151
chr2	2010319.5	14	0.00191021967526266
chr2	2178964	65	0.00886887706371947
chr2	2683127	5	0.000682221312593805
chr2	3281398.5	1	0.000136444262518761
chr2	4149655	21	0.00286532951289398
chr2	4795103	6	0.000818665575112567
chr2	5140812	17	0.00231955246281894
chr2	5548969.5	15	0.00204666393778142
chr2	5655094	4	0.000545777050075044
chr2	6245661	185	0.0252421885659708
chr2	6809105.5	8	0.00109155410015009
chr2	6889780.5	52	0.00709510165097558
chr2	7009676.5	14	0.00191021967526266
chr2	7224713	114	0.0155546459271388
chr2	7812924	112	0.0152817574021012
chr2	8511114.5	35	0.00477554918815664
chr2	8927383.5	21	0.00286532951289398
chr2	9259664.5	47	0.00641288033838177
chr2	9673570.5	30	0.00409332787556283
chr2	9945756	33	0.00450266066311912
chr2	10281106	27	0.00368399508800655
chr2	10792846.5	19	0.00259244098785646
chr2	11111211	26	0.00354755082548779
chr2	11606159	50	0.00682221312593805
chr2	12269911.5	43	0.00586710328830673
chr2	12619203.5	43	0.00586710328830673
chr2	12862666.5	80	0.0109155410015009
chr2	13082117.5	31	0.00422977213808159
chr2	13476763	33	0.00450266066311912
chr2	13925245.5	28	0.00382043935052531
chr2	14448929.5	69	0.00941465411379452
chr2	14971035.5	36	0.0049119934506754
chr2	15271560.5	96	0.0130986492018011
chr2	15613737.5	62	0.00845954427616319
chr2	15881416.5	24	0.00327466230045027
chr2	16152814.5	76	0.0103697639514258
chr2	16462628	70	0.00955109837631328
chr2	16729247.5	68	0.00927820985127575
chr2	16991144	34	0.00463910492563788
chr2	17445334	53	0.00723154591349434
chr2	18045481.5	82	0.0111884295265384
chr2	18665257	232	0.0316550689043526
chr2	19294219	135	0.0184199754400327
chr2	872744.5	24	0.00327466230045027
chr2	1080318	98	0.0133715377268386
chr2	1480474.5	131	0.0178741983899577
chr2	1887694.5	50	0.00682221312593805
chr2	2621259.5	15	0.00204666393778142
chr2	3631417.5	0	0
chr2	4561541.5	4	0.000545777050075044
chr2	5124265	30	0.00409332787556283
chr2	5863486	61	0.00832310001364443
chr2	6426924	163	0.0222404147905581
chr2	7302073.5	45	0.00613999181334425
chr2	8097389	81	0.0110519852640196
chr2	8678991.5	20	0.00272888525037522
chr2	9129184	14	0.00191021967526266
chr2	9627017.5	75	0.0102333196889071
chr2	9899203	20	0.00272888525037522
chr2	10185515	56	0.00764087870105062
chr2	10460785	18	0.0024559967253377
chr2	10683754	47	0.00641288033838177
chr2	10920224.5	30	0.00409332787556283
chr2	11856857.5	49	0.00668576886341929
chr2	12937248	42	0.00573065902578797
chr2	13408267	54	0.0073679901760131
chr2	13728331	18	0.0024559967253377
chr2	14447351.5	65	0.00886887706371947
chr2	15712924	65	0.00886887706371947
chr2	16552313	34	0.00463910492563788
chr2	17426964.5	104	0.0141902033019512
chr2	17748275.5	10	0.00136444262518761
chr2	19048994.5	24	0.00327466230045027
chr2	1487538	73	0.00996043116386956
chr2	2476012.5	10	0.00136444262518761
chr2	2977285	13	0.00177377541274389
chr2	3039152.5	0	0
chr2	5230389.5	4	0.000545777050075044
chr2	6507599	128	0.0174648656024014
chr2	7517110	33	0.00450266066311912
chr2	9913329.5	29	0.00395688361304407
chr2	10779149.5	33	0.00450266066311912
chr2	11365093	46	0.00627643607586301
chr2	11778147	85	0.0115977623140947
chr2	12764073	53	0.00723154591349434
chr2	13856749.5	27	0.00368399508800655
chr2	16320247.5	32	0.00436621640060035
chr2	337481.5	223	0.0304270705416837
chr2	743480.5	90	0.0122799836266885
chr2	2074121	10	0.00136444262518761
chr2	2639041.5	1	0.000136444262518761
chr2	3932640.5	2	0.000272888525037522
chr2	6139536.5	32	0.00436621640060035
chr2	8393203	68	0.00927820985127575
chr2	9011272.5	28	0.00382043935052531
chr2	10174473	26	0.00354755082548779
chr2	11524265	43	0.00586710328830673
chr2	12177481.5	40	0.00545777050075044
chr2	12428180	24	0.00327466230045027
chr2	13188816	25	0.00341110656296903
chr2	17294085.5	16	0.00218310820030018
chr2	18027112	73	0.00996043116386956
chr2	2680236.5	18	0.0024559967253377
chr2	7341301	75	0.0102333196889071
chr2	7929512	137	0.0186928639650703
chr2	9176825	48	0.00654932460090053
chr2	9839123	19	0.00259244098785646
chr2	16022737.5	41	0.0055942147632692
chr2	17591291.5	16	0.00218310820030018
chr2	19337017.5	38	0.00518488197571292
chr2	5836357	20	0.00272888525037522
chr2	10008920.5	20	0.00272888525037522
chr2	11174106.5	10	0.00136444262518761
chr2	11936415.5	29	0.00395688361304407
chr2	13963223.5	19	0.00259244098785646
chr2	14613748	39	0.00532132623823168
chr2	16053628	22	0.00300177377541274
chr2	16862126.5	37	0.00504843771319416
chr2	1143637	71	0.00968754263883204
chr2	3278508	0	0
chr2	4166202	8	0.00109155410015009
chr2	5219807.5	38	0.00518488197571292
chr2	9294736.5	20	0.00272888525037522
chr2	10697255.5	18	0.0024559967253377
chr2	12028845.5	79	0.0107790967389821
chr2	14000447	22	0.00300177377541274
chr2	16290416.5	12	0.00163733115022513
chr2	18708055.5	66	0.00900532132623823
chr2	2452615	29	0.00395688361304407
chr2	3910299.5	2	0.000272888525037522
chr2	5576098.5	4	0.000545777050075044
chr2	8809472	18	0.0024559967253377
chr2	9807120	49	0.00668576886341929
chr2	14252015	13	0.00177377541274389
chr2	15313212.5	41	0.0055942147632692
chr2	16419434	13	0.00177377541274389
chr2	18386420.5	40	0.00545777050075044
chr2	835644.5	52	0.00709510165097558
chr2	1579702	35	0.00477554918815664
chr2	2155566.5	43	0.00586710328830673
chr2	3690394.5	0	0
chr2	4578088.5	4	0.000545777050075044
chr2	7185485.5	13	0.00177377541274389
chr2	10408484	22	0.00300177377541274
chr2	11283199	27	0.00368399508800655
chr2	12671643	25	0.00341110656296903
chr2	13333685.5	27	0.00368399508800655
chr2	14621036	36	0.0049119934506754
chr2	17165068	22	0.00300177377541274
chr2	466745.5	60	0.00818665575112566
chr2	6929008	27	0.00368399508800655
chr2	10078882	41	0.0055942147632692
chr2	12368505	82	0.0111884295265384
chr2	14091642	33	0.00450266066311912
chr2	14486907.5	18	0.0024559967253377
chr2	15539239.5	25	0.00341110656296903
chr2	16724524.5	12	0.00163733115022513
chr2	964908.5	8	0.00109155410015009
chr2	3189122	5	0.000682221312593805
chr2	7221405	40	0.00545777050075044
chr2	9425217	25	0.00341110656296903
chr2	10588163	27	0.00368399508800655
chr2	12127439	44	0.00600354755082549
chr2	18429219	36	0.0049119934506754
chr2	3693285	2	0.000272888525037522
chr2	15144720	28	0.00382043935052531
chr2	16986652	6	0.000818665575112567
chr2	17119531	0	0
chr2	3551383.5	9	0.00122799836266885
chr2	5757361.5	18	0.0024559967253377
chr2	7104817	27	0.00368399508800655
chr2	10125435	40	0.00545777050075044
chr2	14575770	39	0.00532132623823168
chr2	973110	43	0.00586710328830673
chr2	2980175.5	1	0.000136444262518761
chr2	16191230	19	0.00259244098785646
chr2	2045395	22	0.00300177377541274
chr2	5203260.5	4	0.000545777050075044
chr2	7980801	23	0.00313821803793151
chr2	9733650.5	11	0.00150088688770637
chr2	11002118.5	2	0.000272888525037522
chr2	1309947.5	5	0.000682221312593805
chr2	1617940	10	0.00136444262518761
chr2	3219531	1	0.000136444262518761
chr2	8098712.5	43	0.00586710328830673
chr2	15440053	19	0.00259244098785646
chr3	345552.5	32	0.00361377752682101
chr3	612580	77	0.00869565217391304
chr3	1318828	44	0.00496894409937888
chr3	1941599	36	0.00406549971767363
chr3	2305562.5	34	0.00383963862224732
chr3	2984326.5	156	0.0176171654432524
chr3	3518686	65	0.00734048560135517
chr3	3908762.5	71	0.0080180688876341
chr3	4268982.5	13	0.00146809712027103
chr3	4615538	66	0.00745341614906832
chr3	5117507.5	53	0.00598531902879729
chr3	5501381	46	0.00519480519480519
chr3	5838244	15	0.00169395821569735
chr3	6565904	106	0.0119706380575946
chr3	7241525.5	42	0.00474308300395257
chr3	7784375	133	0.0150197628458498
chr3	8332965	51	0.00575945793337098
chr3	8544902.5	87	0.00982495765104461
chr3	8884916	245	0.0276679841897233
chr3	9530447.5	293	0.0330886504799548
chr3	10386074	54	0.00609824957651045
chr3	11298201	144	0.0162619988706945
chr3	12012606.5	69	0.00779220779220779
chr3	12886035.5	3	0.000338791643139469
chr3	13495398.5	8	0.000903444381705251
chr3	13870030	0	0
chr3	14503254.5	1	0.000112930547713156
chr3	15236962	26	0.00293619424054207
chr3	15813025.5	31	0.00350084697910785
chr3	16381174	87	0.00982495765104461
chr3	17030108	128	0.014455110107284
chr3	17545328	152	0.0171654432523998
chr3	17945866	42	0.00474308300395257
chr3	18135918	47	0.00530773574251835
chr3	18395928	59	0.00666290231507623
chr3	18877193	71	0.0080180688876341
chr3	19339843.5	49	0.00553359683794466
chr3	19724462	69	0.00779220779220779
chr3	20268877.5	29	0.00327498588368154
chr3	20772458	61	0.00688876341050254
chr3	21198696.5	25	0.00282326369282891
chr3	21539022	40	0.00451722190852626
chr3	21950106.5	49	0.00553359683794466
chr3	22334112	75	0.00846979107848673
chr3	22626638.5	77	0.00869565217391304
chr3	22947783.5	72	0.00813099943534726
chr3	557201.5	55	0.0062111801242236
chr3	1070103.5	100	0.0112930547713156
chr3	1434129.5	52	0.00587238848108413
chr3	1811026	32	0.00361377752682101
chr3	4554007.5	37	0.00417843026538679
chr3	5284436.5	71	0.0080180688876341
chr3	5779969.5	25	0.00282326369282891
chr3	5949903.5	18	0.00203274985883682
chr3	6268093	63	0.00711462450592885
chr3	6943714.5	65	0.00734048560135517
chr3	7530818.5	51	0.00575945793337098
chr3	8079408.5	140	0.0158102766798419
chr3	9278735.5	150	0.0169395821569735
chr3	9997234	48	0.00542066629023151
chr3	10459041	53	0.00598531902879729
chr3	12691907.5	19	0.00214568040654997
chr3	13301251	24	0.00271033314511575
chr3	13799816	0	0
chr3	14813213	34	0.00383963862224732
chr3	15617115	63	0.00711462450592885
chr3	16271696.5	140	0.0158102766798419
chr3	16738876.5	64	0.00722755505364201
chr3	18652632	57	0.00643704121964992
chr3	18996867	116	0.0130999435347261
chr3	19479555.5	30	0.00338791643139469
chr3	20002026	24	0.00271033314511575
chr3	20406729.5	45	0.00508187464709204
chr3	21070345.5	17	0.00191981931112366
chr3	21521222	50	0.00564652738565782
chr3	22060657.5	30	0.00338791643139469
chr3	22514262.5	58	0.00654997176736307
chr3	23009383	56	0.00632411067193676
chr3	1188255	48	0.00542066629023151
chr3	1682854	43	0.00485601355166573
chr3	2167842	33	0.00372670807453416
chr3	2846606	62	0.0070016939582157
chr3	3817375.5	42	0.00474308300395257
chr3	5396096	24	0.00271033314511575
chr3	6209818.5	16	0.0018068887634105
chr3	7908011	83	0.00937323546019198
chr3	10141427.5	75	0.00846979107848673
chr3	10732966	69	0.00779220779220779
chr3	12301361.5	22	0.00248447204968944
chr3	13799835.5	4	0.000451722190852626
chr3	14174447.5	12	0.00135516657255788
chr3	14883407.5	10	0.00112930547713156
chr3	15718083.5	39	0.0044042913608131
chr3	17612400	55	0.0062111801242236
chr3	18515602	101	0.0114059853190288
chr3	19597971	73	0.00824392998306042
chr3	19864174	48	0.00542066629023151
chr3	20128517	40	0.00451722190852626
chr3	20538109.5	55	0.0062111801242236
chr3	21104708.5	13	0.00146809712027103
chr3	21789028	20	0.00225861095426313
chr3	22173033.5	24	0.00271033314511575
chr3	858454.5	72	0.00813099943534726
chr3	2177390.5	15	0.00169395821569735
chr3	3075713.5	29	0.00327498588368154
chr3	3970293	45	0.00508187464709204
chr3	5613040.5	38	0.00429136081309994
chr3	8796614.5	27	0.00304912478825522
chr3	9603414.5	81	0.00914737436476567
chr3	10214394.5	80	0.00903444381705251
chr3	10603234.5	160	0.018068887634105
chr3	13519279.5	3	0.000338791643139469
chr3	18068846	52	0.00587238848108413
chr3	19606046.5	23	0.0025974025974026
chr3	21271216	23	0.0025974025974026
chr3	22829232.5	9	0.00101637492941841
chr3	2039670	13	0.00146809712027103
chr3	2403633.5	46	0.00519480519480519
chr3	4832482.5	62	0.0070016939582157
chr3	7955772.5	77	0.00869565217391304
chr3	11692018	53	0.00598531902879729
chr3	14908155	17	0.00191981931112366
chr3	19254994.5	22	0.00248447204968944
chr3	20678470	44	0.00496894409937888
chr3	20903838	22	0.00248447204968944
chr3	22767633	22	0.00248447204968944
chr3	23150377.5	23	0.0025974025974026
chr3	1790945.5	12	0.00135516657255788
chr3	7412923	40	0.00451722190852626
chr3	11927003	63	0.00711462450592885
chr3	14433060	2	0.000225861095426313
chr3	15142020	11	0.00124223602484472
chr3	16280205.5	141	0.0159232072275551
chr3	17363574	33	0.00372670807453416
chr3	21649573	14	0.00158102766798419
chr3	1107179	13	0.00146809712027103
chr3	2748535	20	0.00225861095426313
chr3	4937881	21	0.00237154150197628
chr3	6825819	61	0.00688876341050254
chr3	10977612.5	55	0.0062111801242236
chr3	11427932.5	67	0.00756634669678148
chr3	12886055	17	0.00191981931112366
chr3	14508795.5	30	0.00338791643139469
chr3	17254096.5	106	0.0119706380575946
chr3	6098159	28	0.00316205533596838
chr3	8421266.5	53	0.00598531902879729
chr3	11053554.5	118	0.0133258046301525
chr3	12266875.5	16	0.0018068887634105
chr3	13140304.5	1	0.000112930547713156
chr3	14603737.5	14	0.00158102766798419
chr3	19115282.5	65	0.00734048560135517
chr3	7996312.5	64	0.00722755505364201
chr3	9747608	108	0.0121964991530209
chr3	12530961	11	0.00124223602484472
chr3	12946176.5	56	0.00632411067193676
chr3	14314648	7	0.000790513833992095
chr3	20976357.5	14	0.00158102766798419
chr3	21410671	22	0.00248447204968944
chr3	16170728	84	0.00948616600790514
chr3	20273766.5	20	0.00225861095426313
chr3	22062482.5	18	0.00203274985883682
chr3	1447000	36	0.00406549971767363
chr3	4770952	20	0.00225861095426313
chr3	5671315	3	0.000338791643139469
chr3	14978349.5	26	0.00293619424054207
chr3	18272948	43	0.00485601355166573
chr3	20142386.5	17	0.00191981931112366
chr3	14508776	24	0.00271033314511575
chr3	16075786	40	0.00451722190852626
chr3	20844977.5	10	0.00112930547713156
chr3	21682300.5	9	0.00101637492941841
chr3	1564702.5	10	0.00112930547713156
chr3	16920630.5	10	0.00112930547713156
chr3	20400257.5	11	0.00124223602484472
chr3	1909097	9	0.00101637492941841
chr3	4255318	22	0.00248447204968944
chr3	10477384.5	6	0.000677583286278938
chr3	10722031	14	0.00158102766798419
chr3	11816555.5	30	0.00338791643139469
chr3	21810651.5	10	0.00112930547713156
chr3	976606	20	0.00225861095426313
chr3	2910405.5	3	0.000338791643139469
chr3	3353378	6	0.000677583286278938
chr3	10333191	19	0.00214568040654997
chr3	10851762.5	17	0.00191981931112366
chr3	17735380	25	0.00282326369282891
chr3	2772685	21	0.00237154150197628
chr4	321681	122	0.0158482722785139
chr4	690344	247	0.0320862561704339
chr4	1229481.5	140	0.0181865419589504
chr4	1647688	182	0.0236425045466355
chr4	1942857	11	0.00142894258248896
chr4	2439537	3	0.00038971161340608
chr4	2888959	83	0.0107820213042349
chr4	3186455.5	5	0.000649519355676799
chr4	3637018	2	0.00025980774227072
chr4	4549936	38	0.00493634710314367
chr4	5420284.5	95	0.0123408677578592
chr4	5787770.5	108	0.0140296180826189
chr4	6112377	143	0.0185762535723565
chr4	6817051	342	0.0444271239282931
chr4	7532882.5	145	0.0188360613146272
chr4	7829895.5	77	0.0100025980774227
chr4	7984872.5	26	0.00337750064951936
chr4	8601363.5	184	0.0239023122889062
chr4	9371931	58	0.00753442452585087
chr4	9832936	48	0.00623538581449727
chr4	10218367	23	0.00298778903611328
chr4	10682044	103	0.0133800987269421
chr4	11567872.5	34	0.00441673161860223
chr4	12278960.5	41	0.00532605871654975
chr4	12707748.5	97	0.0126006755001299
chr4	13222018	103	0.0133800987269421
chr4	13628106	42	0.00545596258768511
chr4	14373027.5	14	0.00181865419589504
chr4	15141707	29	0.00376721226292544
chr4	15594409.5	52	0.00675500129903871
chr4	15982648.5	31	0.00402702000519616
chr4	16269814	67	0.00870355936606911
chr4	16462586.5	19	0.00246817355157184
chr4	16759638.5	115	0.0149389451805664
chr4	17178388	40	0.00519615484541439
chr4	17431788.5	99	0.0128604832424006
chr4	17971993	70	0.00909327097947519
chr4	18491434	53	0.00688490517017407
chr4	2243525	15	0.0019485580670304
chr4	2579737	2	0.00025980774227072
chr4	6636224	48	0.00623538581449727
chr4	7637911	63	0.00818394388152767
chr4	9961387	83	0.0107820213042349
chr4	10477296	48	0.00623538581449727
chr4	10964084	73	0.00948298259288127
chr4	11440186.5	45	0.00584567420109119
chr4	11839227	70	0.00909327097947519
chr4	13874152.5	25	0.003247596778384
chr4	14458953	23	0.00298778903611328
chr4	16734616	61	0.00792413613925695
chr4	17799708.5	141	0.0183164458300857
chr4	18161660	45	0.00584567420109119
chr4	18333944.5	33	0.00428682774746687
chr4	2279069	2	0.00025980774227072
chr4	4466859.5	56	0.00727461678358015
chr4	7879844	32	0.00415692387633152
chr4	10348845	51	0.00662509742790335
chr4	11999712.5	157	0.0203949077682515
chr4	13714031.5	22	0.00285788516497792
chr4	13997920	17	0.00220836580930112
chr4	14386213	82	0.0106521174330995
chr4	14847246	55	0.00714471291244479
chr4	15410530.5	33	0.00428682774746687
chr4	16294836.5	14	0.00181865419589504
chr4	17693028	168	0.0218238503507405
chr4	1364182.5	83	0.0107820213042349
chr4	3073245.5	30	0.00389711613406079
chr4	6460722.5	111	0.0144193296960249
chr4	9628911	45	0.00584567420109119
chr4	11288624.5	51	0.00662509742790335
chr4	12547263	33	0.00428682774746687
chr4	13382139	27	0.00350740452065472
